concessionaria;identificador;rodovia;uf;km_m;municipio;tipo_de_pista;latitude;longitude;data_de_passagem;sentido_da_passagem;faixa_da_passagem;faixa_de_velocidade;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"51 - 80 KM/h";"Não Identificado";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";12667
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";2487
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"81 - 100 KM/h";"Moto";404
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";9722
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";322
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"<= 20 KM/h";"Moto";6
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"<= 20 KM/h";"Não Identificado";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"<= 20 KM/h";"Veículo leve";286
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"<= 20 KM/h";"Veículo pesado";40
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"> 160 KM/h";"Moto";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";8
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"26/04/2023";"Crescente";1;"> 160 KM/h";"Veículo pesado";5
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"101 - 120 KM/h";"Moto";83
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";1289
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"101 - 120 KM/h";"Veículo pesado";6
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"121 - 140 KM/h";"Moto";8
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";106
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"121 - 140 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"141 - 160 KM/h";"Moto";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"141 - 160 KM/h";"Veículo leve";6
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"21 - 50 KM/h";"Moto";44
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"21 - 50 KM/h";"Não Identificado";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";1700
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";718
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"51 - 80 KM/h";"Moto";463
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";14344
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";2446
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"81 - 100 KM/h";"Moto";391
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";9299
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";248
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"<= 20 KM/h";"Moto";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"<= 20 KM/h";"Veículo leve";168
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"<= 20 KM/h";"Veículo pesado";28
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"27/04/2023";"Crescente";1;"> 160 KM/h";"Veículo pesado";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"101 - 120 KM/h";"Moto";110
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";1852
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"101 - 120 KM/h";"Veículo pesado";4
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"121 - 140 KM/h";"Moto";26
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";134
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"121 - 140 KM/h";"Veículo pesado";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"141 - 160 KM/h";"Moto";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"141 - 160 KM/h";"Veículo leve";10
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"21 - 50 KM/h";"Moto";45
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";1503
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";624
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"51 - 80 KM/h";"Moto";482
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"51 - 80 KM/h";"Não Identificado";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";15842
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";2282
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"81 - 100 KM/h";"Moto";394
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";10715
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";213
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"<= 20 KM/h";"Moto";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"<= 20 KM/h";"Veículo leve";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"<= 20 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";4
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"28/04/2023";"Crescente";1;"> 160 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"101 - 120 KM/h";"Moto";190
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";3194
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"101 - 120 KM/h";"Veículo pesado";8
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"121 - 140 KM/h";"Moto";43
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";314
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"141 - 160 KM/h";"Moto";3
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"141 - 160 KM/h";"Veículo leve";27
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"21 - 50 KM/h";"Moto";14
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";492
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";260
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"51 - 80 KM/h";"Moto";409
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";11027
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";1772
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"81 - 100 KM/h";"Moto";480
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";12115
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";235
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"<= 20 KM/h";"Moto";3
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"<= 20 KM/h";"Veículo leve";3
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"<= 20 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"> 160 KM/h";"Moto";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"29/04/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";4
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"101 - 120 KM/h";"Moto";205
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";3394
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"101 - 120 KM/h";"Veículo pesado";7
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"121 - 140 KM/h";"Moto";67
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";416
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"141 - 160 KM/h";"Moto";20
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"141 - 160 KM/h";"Veículo leve";33
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"21 - 50 KM/h";"Moto";13
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"21 - 50 KM/h";"Não Identificado";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";360
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";177
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"51 - 80 KM/h";"Moto";379
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";11198
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";1192
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"81 - 100 KM/h";"Moto";496
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";10974
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";128
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"> 160 KM/h";"Moto";5
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";6
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"30/04/2023";"Crescente";1;"> 160 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"01/05/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"01/05/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";15
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"01/05/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";20
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"01/05/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";3
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"101 - 120 KM/h";"Moto";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";21
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"21 - 50 KM/h";"Moto";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";10
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";4
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"51 - 80 KM/h";"Moto";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";91
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";9
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"81 - 100 KM/h";"Moto";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";65
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"02/05/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"101 - 120 KM/h";"Moto";135
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";1954
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"101 - 120 KM/h";"Veículo pesado";10
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"121 - 140 KM/h";"Moto";27
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";200
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"121 - 140 KM/h";"Veículo pesado";2
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"141 - 160 KM/h";"Moto";5
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"141 - 160 KM/h";"Veículo leve";16
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"141 - 160 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"21 - 50 KM/h";"Moto";18
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";808
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";428
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"51 - 80 KM/h";"Moto";423
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";12138
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";2435
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"81 - 100 KM/h";"Moto";482
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";10091
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";286
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"<= 20 KM/h";"Moto";1
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";7
"AUTOPISTA FERNÃO DIAS";"SAT01";"BR-381";"SP";35.663;"Atibaia";"Principal";-23.094648;-46.572893;"03/05/2023";"Crescente";1;"> 160 KM/h";"Veículo pesado";2
