concessionaria;identificador;rodovia;uf;km_m;municipio;tipo_de_pista;latitude;longitude;data_de_passagem;sentido_da_passagem;faixa_da_passagem;faixa_de_velocidade;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"21 - 50 KM/h";"Não Identificado";13
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";2498
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";570
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"51 - 80 KM/h";"Moto";932
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"51 - 80 KM/h";"Não Identificado";10
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";11135
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";918
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"81 - 100 KM/h";"Moto";314
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";2747
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";20
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"<= 20 KM/h";"Moto";14
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"<= 20 KM/h";"Não Identificado";10
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"<= 20 KM/h";"Veículo leve";222
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"<= 20 KM/h";"Veículo pesado";19
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"24/01/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";13
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"101 - 120 KM/h";"Moto";49
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"101 - 120 KM/h";"Não Identificado";1
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";159
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"101 - 120 KM/h";"Veículo pesado";8
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"121 - 140 KM/h";"Moto";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";11
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"121 - 140 KM/h";"Veículo pesado";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"141 - 160 KM/h";"Veículo leve";5
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"21 - 50 KM/h";"Moto";275
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"21 - 50 KM/h";"Não Identificado";10
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";5122
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";799
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"51 - 80 KM/h";"Moto";915
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"51 - 80 KM/h";"Não Identificado";1
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";10603
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";876
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"81 - 100 KM/h";"Moto";347
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";2327
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";20
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"<= 20 KM/h";"Moto";72
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"<= 20 KM/h";"Não Identificado";16
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"<= 20 KM/h";"Veículo leve";1622
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"<= 20 KM/h";"Veículo pesado";231
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";8
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"25/01/2023";"Crescente";1;"> 160 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"101 - 120 KM/h";"Moto";57
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";240
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"101 - 120 KM/h";"Veículo pesado";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"121 - 140 KM/h";"Moto";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";8
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"121 - 140 KM/h";"Veículo pesado";5
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"141 - 160 KM/h";"Moto";1
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"141 - 160 KM/h";"Veículo leve";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"141 - 160 KM/h";"Veículo pesado";2
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"21 - 50 KM/h";"Moto";192
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"21 - 50 KM/h";"Não Identificado";13
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";2924
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";575
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"51 - 80 KM/h";"Moto";919
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"51 - 80 KM/h";"Não Identificado";4
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";11424
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";1167
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"81 - 100 KM/h";"Moto";416
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"81 - 100 KM/h";"Não Identificado";1
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";3370
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";26
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"<= 20 KM/h";"Moto";19
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"<= 20 KM/h";"Não Identificado";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"<= 20 KM/h";"Veículo leve";333
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"<= 20 KM/h";"Veículo pesado";27
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";8
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"26/01/2023";"Crescente";1;"> 160 KM/h";"Veículo pesado";5
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"101 - 120 KM/h";"Moto";68
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";265
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"101 - 120 KM/h";"Veículo pesado";7
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"121 - 140 KM/h";"Moto";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";11
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"121 - 140 KM/h";"Veículo pesado";2
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"141 - 160 KM/h";"Veículo leve";4
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"141 - 160 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"21 - 50 KM/h";"Moto";195
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"21 - 50 KM/h";"Não Identificado";6
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";3199
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";550
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"51 - 80 KM/h";"Moto";925
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"51 - 80 KM/h";"Não Identificado";6
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";11993
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";1033
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"81 - 100 KM/h";"Moto";404
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";3631
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";36
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"<= 20 KM/h";"Moto";23
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"<= 20 KM/h";"Não Identificado";2
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"<= 20 KM/h";"Veículo leve";1041
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"<= 20 KM/h";"Veículo pesado";74
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";8
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"27/01/2023";"Crescente";1;"> 160 KM/h";"Veículo pesado";5
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"101 - 120 KM/h";"Moto";136
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";512
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"101 - 120 KM/h";"Veículo pesado";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"121 - 140 KM/h";"Moto";10
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";19
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"121 - 140 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"141 - 160 KM/h";"Moto";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"141 - 160 KM/h";"Veículo leve";2
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"141 - 160 KM/h";"Veículo pesado";4
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"21 - 50 KM/h";"Moto";97
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"21 - 50 KM/h";"Não Identificado";5
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";1316
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";308
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"51 - 80 KM/h";"Moto";1136
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"51 - 80 KM/h";"Não Identificado";5
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";12449
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";899
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"81 - 100 KM/h";"Moto";704
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";5960
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo pesado";42
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"<= 20 KM/h";"Moto";6
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"<= 20 KM/h";"Não Identificado";4
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"<= 20 KM/h";"Veículo leve";89
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"<= 20 KM/h";"Veículo pesado";9
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"> 160 KM/h";"Veículo leve";10
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"28/01/2023";"Crescente";1;"> 160 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"101 - 120 KM/h";"Moto";166
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"101 - 120 KM/h";"Veículo leve";510
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"101 - 120 KM/h";"Veículo pesado";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"121 - 140 KM/h";"Moto";29
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"121 - 140 KM/h";"Veículo leve";21
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"121 - 140 KM/h";"Veículo pesado";3
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"141 - 160 KM/h";"Moto";6
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"141 - 160 KM/h";"Veículo leve";4
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"141 - 160 KM/h";"Veículo pesado";1
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"21 - 50 KM/h";"Moto";57
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"21 - 50 KM/h";"Não Identificado";4
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo leve";699
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"21 - 50 KM/h";"Veículo pesado";159
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"51 - 80 KM/h";"Moto";812
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"51 - 80 KM/h";"Não Identificado";1
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo leve";7555
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"51 - 80 KM/h";"Veículo pesado";542
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"81 - 100 KM/h";"Moto";600
"AUTOPISTA FERNÃO DIAS";"SAT04-01";"BR-381";"MG";491.382;"Betim";"Principal";-19.959957;-44.154569;"29/01/2023";"Crescente";1;"81 - 100 KM/h";"Veículo leve";4572
