concessionaria;identificador;rodovia;uf;km_m;municipio;tipo_de_pista;latitude;longitude;data_de_passagem;sentido_da_passagem;faixa_da_passagem;faixa_de_velocidade;tipo_de_veiculo;volume_total
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo leve";7702
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo pesado";70
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"121 - 140 KM/h";"Moto";66
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"121 - 140 KM/h";"Veículo leve";1279
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"141 - 160 KM/h";"Moto";21
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"141 - 160 KM/h";"Veículo leve";111
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"21 - 50 KM/h";"Moto";30
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo leve";4991
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo pesado";874
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"51 - 80 KM/h";"Moto";170
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo leve";5421
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo pesado";1881
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"81 - 100 KM/h";"Moto";380
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo leve";11805
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo pesado";2070
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"<= 20 KM/h";"Moto";112
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"<= 20 KM/h";"Veículo leve";3844
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"<= 20 KM/h";"Veículo pesado";983
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"> 160 KM/h";"Moto";4
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"> 160 KM/h";"Veículo leve";11
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"15/10/2023";"Decrescente";2;"> 160 KM/h";"Veículo pesado";1
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"101 - 120 KM/h";"Moto";651
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo leve";8460
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo pesado";146
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"121 - 140 KM/h";"Moto";80
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"121 - 140 KM/h";"Veículo leve";1515
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"121 - 140 KM/h";"Veículo pesado";5
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"141 - 160 KM/h";"Moto";10
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"141 - 160 KM/h";"Veículo leve";118
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"141 - 160 KM/h";"Veículo pesado";2
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"21 - 50 KM/h";"Moto";2
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo leve";25
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo pesado";2
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"51 - 80 KM/h";"Moto";406
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo leve";6457
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo pesado";2479
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"81 - 100 KM/h";"Moto";968
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo leve";15319
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo pesado";3171
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"16/10/2023";"Decrescente";2;"> 160 KM/h";"Veículo leve";9
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"101 - 120 KM/h";"Moto";492
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo leve";5548
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo pesado";143
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"121 - 140 KM/h";"Moto";80
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"121 - 140 KM/h";"Veículo leve";781
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"121 - 140 KM/h";"Veículo pesado";2
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"141 - 160 KM/h";"Moto";10
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"141 - 160 KM/h";"Veículo leve";52
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"141 - 160 KM/h";"Veículo pesado";1
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"21 - 50 KM/h";"Moto";2
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo leve";24
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo pesado";5
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"51 - 80 KM/h";"Moto";358
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo leve";7508
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo pesado";2976
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"81 - 100 KM/h";"Moto";891
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo leve";14324
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo pesado";3695
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"> 160 KM/h";"Moto";10
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"> 160 KM/h";"Veículo leve";7
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"17/10/2023";"Decrescente";2;"> 160 KM/h";"Veículo pesado";4
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"101 - 120 KM/h";"Moto";559
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo leve";5802
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo pesado";202
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"121 - 140 KM/h";"Moto";66
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"121 - 140 KM/h";"Veículo leve";820
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"121 - 140 KM/h";"Veículo pesado";7
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"141 - 160 KM/h";"Moto";9
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"141 - 160 KM/h";"Veículo leve";83
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"141 - 160 KM/h";"Veículo pesado";6
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"21 - 50 KM/h";"Moto";2
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo leve";27
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo pesado";5
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"51 - 80 KM/h";"Moto";372
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo leve";7030
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo pesado";3339
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"81 - 100 KM/h";"Moto";807
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo leve";14785
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo pesado";4636
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"> 160 KM/h";"Moto";2
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"18/10/2023";"Decrescente";2;"> 160 KM/h";"Veículo leve";1
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"101 - 120 KM/h";"Moto";499
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo leve";5226
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo pesado";169
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"121 - 140 KM/h";"Moto";68
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"121 - 140 KM/h";"Veículo leve";615
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"121 - 140 KM/h";"Veículo pesado";1
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"141 - 160 KM/h";"Moto";13
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"141 - 160 KM/h";"Veículo leve";49
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"141 - 160 KM/h";"Veículo pesado";1
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"21 - 50 KM/h";"Moto";14
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo leve";735
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo pesado";305
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"51 - 80 KM/h";"Moto";292
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo leve";7115
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo pesado";3295
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"81 - 100 KM/h";"Moto";813
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo leve";14484
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo pesado";4354
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"<= 20 KM/h";"Moto";45
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"<= 20 KM/h";"Veículo leve";397
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"<= 20 KM/h";"Veículo pesado";150
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"> 160 KM/h";"Moto";4
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"> 160 KM/h";"Veículo leve";11
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"19/10/2023";"Decrescente";2;"> 160 KM/h";"Veículo pesado";4
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"101 - 120 KM/h";"Moto";282
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo leve";3439
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"101 - 120 KM/h";"Veículo pesado";78
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"121 - 140 KM/h";"Moto";51
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"121 - 140 KM/h";"Veículo leve";595
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"141 - 160 KM/h";"Moto";5
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"141 - 160 KM/h";"Veículo leve";46
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"21 - 50 KM/h";"Moto";34
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo leve";3111
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"21 - 50 KM/h";"Veículo pesado";1299
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"51 - 80 KM/h";"Moto";241
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo leve";4313
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"51 - 80 KM/h";"Veículo pesado";1428
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"81 - 100 KM/h";"Moto";513
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo leve";8464
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"81 - 100 KM/h";"Veículo pesado";1822
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"<= 20 KM/h";"Moto";225
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"<= 20 KM/h";"Veículo leve";2549
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"<= 20 KM/h";"Veículo pesado";1144
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"> 160 KM/h";"Moto";2
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"> 160 KM/h";"Veículo leve";6
"AUTOPISTA REGIS BITTENCOURT";"SAT01";"BR-116";"SP";288.800;"Itapecerica da Serra";"Principal";-23.713118;-46.878436;"20/10/2023";"Decrescente";2;"> 160 KM/h";"Veículo pesado";6
